"ProductId","Image Url","Video Url","Product Desc","Origin Price","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Positive Feedback","Promotion Url","Code Name","Code Start Time","Code End Time","Code Value","Code Quantity","Code Minimum Spend"
"1005003744313732","https://ae04.alicdn.com/kf/Sc8040896764945c7b98a11bdabca0007K.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/322027100158.mp4","Men's USB Oxford Crossbody Bag Anti-theft Shoulder Sling Bag Multifunction Short Travel Messenger Chest Pack For Male","USD 25.18","USD 13.35","47%","USD","7","USD 0.93","175","93.3%","https://s.click.aliexpress.com/e/_DCaI2en",,,,,,
"1005004002596536","https://ae04.alicdn.com/kf/S538ce175bc9e45fd8700c5181d9c024br.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/316812683238.mp4","9 COLOR High Quality Leather Backpack Women Large Capacity Travel Backpack Fashion School Bags Mochila Shoulder Bags for Women","USD 36.65","USD 19.79","46%","USD","7","USD 1.39","34","100.0%","https://s.click.aliexpress.com/e/_DF32lj9",,,,,,
"1005004540002033","https://ae04.alicdn.com/kf/S446823807f98453d9ee7f53e8a88fd9ay.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100067737059.mp4","Women's Cotton Padded Tote Bag Cute Shoulder Bag Fashion Lattice Shopping Dating Bag Small Underarm Bag for Daily Travel","USD 4.83","USD 2.85","41%","USD","8.0","USD 0.23","23","100.0%","https://s.click.aliexpress.com/e/_DDCSFgP",,,,,,
"1005002950269138","https://ae04.alicdn.com/kf/H9f117e79b23d466191a5411a1f11ae1du.jpg",,"Lolita Moon Star Printed Bow Tie Women Shoulder Bag Cross Body","USD 17.99","USD 12.59","30%","USD","7","USD 0.88","248","95.0%","https://s.click.aliexpress.com/e/_DksyBPz",,,,,,
"1005003875651215","https://ae04.alicdn.com/kf/Seb7ac2649c244b15848de5e963eafbacM.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/341232182283.mp4","Men Women Student Canvas Shoulder Bag Street Small Messenger Bag for Student Korean Harajuku Unisex Crossbody Bags Phone Purses","USD 17.10","USD 9.75","43%","USD","7","USD 0.68","27","95.0%","https://s.click.aliexpress.com/e/_Dmz6xO7",,,,,,
"1005003789223579","https://ae04.alicdn.com/kf/S893d0f428b68408cae07961f45056de8c.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/352066040203.mp4","Women's Bag Autumn Winter New 2022 Female Literary Single-Shoulder Bag Minority Design Cross-Body Bag Trend Women's Bag Bolsos","USD 11.00","USD 4.73","57%","USD","7","USD 0.33","76","92.5%","https://s.click.aliexpress.com/e/_De0ZF2L",,,,,,
"4000545719505","https://ae04.alicdn.com/kf/Sdca58f2def4d49898085d51ffeece1e60.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/308267644231.mp4","Small Shoulder Bag for Women Designer Messenger Bags Ladies Tote Phone Pouch Nylon Handbag Purse Female Crossbody Bags","USD 17.24","USD 11.04","36%","USD","8.5","USD 0.94","99","96.7%","https://s.click.aliexpress.com/e/_DCDaBqF",,,,,,
"1005003509987697","https://ae04.alicdn.com/kf/S2f274f0529fb42ffa7fa1b497616e926N.jpg",,"Customize Your Photo/Name/Logo Handbag Female Fashion Underarm Bag Girl Travel Shopping Shoulder Bag Women Messenger Bag","USD 7.50","USD 4.35","42%","USD","7","USD 0.30","135","97.9%","https://s.click.aliexpress.com/e/_DDm7RaL",,,,,,
"1005004714077247","https://ae04.alicdn.com/kf/S4fcce856d3094c18941f4fad889c813cV.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100087657055.mp4","HAEX Kawaii Candy Color Ita Bags Female Fashion JK Lolita PU Women Bag 2022 Trend Crossbody Shoulder Bolso Mujer with Coin Purse","USD 41.75","USD 24.63","41%","USD","8.0","USD 1.97","109","98.1%","https://s.click.aliexpress.com/e/_DlgX7vv",,,,,,
"1005003424580760","https://ae04.alicdn.com/kf/Hd062e3791491416a9f41624bc704b500G.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/348943358125.mp4","Canvas Cartoon Tote Bags Women Large Capacity Plush Embroidery Bear Student Book Storage Bags Casual Cute Shopping Bags Female","USD 22.52","USD 8.11","64%","USD","8.0","USD 0.65","27","100.0%","https://s.click.aliexpress.com/e/_Dlc8Trz",,,,,,
